group_id,previous_group_id,relation,overlap,jaccard
G5_51b91de9e603b501,G5_51b91de9e603b501,continued,1,1.0
G5_b0c1230208e74045,G5_b0c1230208e74045,continued,1,1.0
G5_df1221be60547106,G5_df1221be60547106,continued,1,1.0
G5_c6fd9c6f3a4ab872,G5_c6fd9c6f3a4ab872,continued,1,1.0
G5_20034336de530e51,G5_20034336de530e51,continued,1,1.0
G5_d562c4a02aa22c82,G5_d562c4a02aa22c82,continued,1,1.0
G5_0291929b2bf7c397,G5_0291929b2bf7c397,continued,1,1.0
G5_b51f5d58233320a2,G5_b51f5d58233320a2,continued,1,1.0
G5_15bd0b86743d5c6f,G5_15bd0b86743d5c6f,continued,1,1.0
G5_5126e8d3904ddbd9,G5_5126e8d3904ddbd9,continued,1,1.0
G5_fb24fd54b11275d5,G5_fb24fd54b11275d5,continued,1,1.0
G5_05592582861023b9,G5_05592582861023b9,continued,1,1.0
G5_6465108fb556720c,G5_6465108fb556720c,continued,1,1.0
G5_71f85b105b95a115,G5_71f85b105b95a115,continued,1,1.0
G5_45e65fa41432daca,G5_45e65fa41432daca,continued,1,1.0
G5_135b99545f26ec03,G5_135b99545f26ec03,continued,1,1.0
G5_4bf64280daa7a954,G5_4bf64280daa7a954,continued,1,1.0
G5_203f5a2b3a01127f,G5_203f5a2b3a01127f,continued,1,1.0
G5_532f693b3129364a,G5_532f693b3129364a,continued,1,1.0
G5_aa66afbfc50ff42b,G5_aa66afbfc50ff42b,continued,1,1.0
G5_aadd21b9faf56650,G5_aadd21b9faf56650,continued,1,1.0
G5_598f84f66d630d04,G5_598f84f66d630d04,continued,1,1.0
G5_75d5cfe89ae036e4,G5_75d5cfe89ae036e4,continued,1,1.0
G5_8b0c8147e06c8d42,G5_8b0c8147e06c8d42,continued,1,1.0
G5_c60eb4a950a433a6,G5_c60eb4a950a433a6,continued,1,1.0
G5_1787d33835eae144,G5_1787d33835eae144,continued,1,1.0
G5_f517e24c7a33f2fc,G5_f517e24c7a33f2fc,continued,1,1.0
G5_9cb907019609156d,G5_9cb907019609156d,continued,1,1.0
G5_be76683587c32695,G5_be76683587c32695,continued,1,1.0
G5_3c4ec0f14ba12174,G5_3c4ec0f14ba12174,continued,1,1.0
G5_2e9c246c811161ca,G5_2e9c246c811161ca,continued,1,1.0
G5_6d1bff08331b6dfb,G5_6d1bff08331b6dfb,continued,1,1.0
G5_93f024b5f0896f7a,G5_93f024b5f0896f7a,continued,1,1.0
G5_76e98c788c808b89,G5_76e98c788c808b89,continued,1,1.0
G5_a2e0756c672c8cc3,G5_a2e0756c672c8cc3,continued,1,1.0
G5_db29fdf80ba1d8dd,G5_db29fdf80ba1d8dd,continued,1,1.0
G5_315203e32805a900,G5_315203e32805a900,continued,1,1.0
G5_3983cd53270d9486,G5_3983cd53270d9486,continued,1,1.0
G5_3220acbcbd6bfb20,G5_3220acbcbd6bfb20,continued,1,1.0
G5_51a4e8130f1cd36d,G5_51a4e8130f1cd36d,continued,1,1.0
G5_5460712982815e52,G5_5460712982815e52,continued,1,1.0
G5_1a7831e8ba2c8c60,G5_1a7831e8ba2c8c60,continued,1,1.0
G5_45d51c0f69be7eba,G5_45d51c0f69be7eba,continued,1,1.0
G5_fc649531f1bac6f2,G5_fc649531f1bac6f2,continued,1,1.0
G5_de2be9609f4c3658,G5_de2be9609f4c3658,continued,1,1.0
G5_093524e176fd6655,G5_093524e176fd6655,continued,1,1.0
G5_2a0159e9b6fd53d6,G5_2a0159e9b6fd53d6,continued,1,1.0
G5_d3c0f20ca3d812ec,G5_d3c0f20ca3d812ec,continued,1,1.0
G5_042d5da81eea4b79,G5_042d5da81eea4b79,continued,1,1.0
G5_0f4604f78d5fdfaa,G5_0f4604f78d5fdfaa,continued,1,1.0
G5_bc14abe9b1197aa3,G5_bc14abe9b1197aa3,continued,1,1.0
G5_3ca82a053a80540c,G5_3ca82a053a80540c,continued,1,1.0
G5_4bac13a761af9345,G5_4bac13a761af9345,continued,1,1.0
G5_ea70443610b4a591,G5_ea70443610b4a591,continued,1,1.0
G5_c48da3f9c3aa56fc,G5_c48da3f9c3aa56fc,continued,1,1.0
G5_26a6a5c169d9c207,G5_26a6a5c169d9c207,continued,1,1.0
G5_28cec028f662c6cb,G5_28cec028f662c6cb,continued,1,1.0
G5_7ecd3884a3378593,G5_7ecd3884a3378593,continued,1,1.0
G5_5ae107c0624afeb6,G5_5ae107c0624afeb6,continued,1,1.0
G5_71121c36c498df48,G5_71121c36c498df48,continued,1,1.0
G5_2bdfa3f8bb376fed,G5_2bdfa3f8bb376fed,continued,1,1.0
G5_5c87c6c8becbe31f,G5_5c87c6c8becbe31f,continued,1,1.0
G5_e2e98be7af2a8cb8,G5_e2e98be7af2a8cb8,continued,1,1.0
G5_a1818e648f03a02e,G5_a1818e648f03a02e,continued,1,1.0
G5_7592e8dd8c709182,G5_7592e8dd8c709182,continued,1,1.0
G5_cc625fa000888a64,G5_cc625fa000888a64,continued,1,1.0
G5_0f51562a5ebddd63,G5_0f51562a5ebddd63,continued,1,1.0
G5_bca1f2323a5a734c,G5_bca1f2323a5a734c,continued,1,1.0
G5_eb2b8a7678e4ea60,G5_eb2b8a7678e4ea60,continued,1,1.0
G5_305915bf3a02698c,G5_305915bf3a02698c,continued,1,1.0
G5_4ee1f964f704a7da,G5_4ee1f964f704a7da,continued,1,1.0
G5_dcc434ccf119726a,G5_dcc434ccf119726a,continued,1,1.0
G5_e7927928eba3b8e5,G5_e7927928eba3b8e5,continued,1,1.0
G5_45c095eadda8a414,G5_45c095eadda8a414,continued,1,1.0
G5_a8306cdcba02c348,G5_a8306cdcba02c348,continued,1,1.0
G5_3c0437c8f4987d12,G5_3c0437c8f4987d12,continued,1,1.0
G5_3aa92981be37946b,G5_3aa92981be37946b,continued,1,1.0
G5_b520ffed66fb3a9b,G5_b520ffed66fb3a9b,continued,1,1.0
G5_6423132358a1f675,G5_6423132358a1f675,continued,1,1.0
G5_e91d4b4780aec496,G5_e91d4b4780aec496,continued,1,1.0
G5_d990fb1ff9d7289e,G5_d990fb1ff9d7289e,continued,1,1.0
G5_684a03f2b485d8e4,G5_684a03f2b485d8e4,continued,1,1.0
G5_972b63898564e49c,G5_972b63898564e49c,continued,1,1.0
G5_19bc1b5207d882a9,G5_19bc1b5207d882a9,continued,1,1.0
G5_13ddb9aae91c14f9,G5_13ddb9aae91c14f9,continued,1,1.0
G5_0ded5cf6997b2e7b,G5_0ded5cf6997b2e7b,continued,1,1.0
G5_0c76b89d96f83445,G5_0c76b89d96f83445,continued,1,1.0
G5_ddf97002645454e2,G5_ddf97002645454e2,continued,1,1.0
G5_0c76b89d96f83445ad,G5_0c76b89d96f83445ad,continued,1,1.0
G5_cf667d6dc52eb36c,G5_cf667d6dc52eb36c,continued,1,1.0
G5_2e6af7796c786ff3,G5_2e6af7796c786ff3,continued,1,1.0
G5_c9960078894e8e5b,G5_c9960078894e8e5b,continued,1,1.0
G5_d13a14d1435fa022,G5_d13a14d1435fa022,continued,1,1.0
G5_927a722aa0d990d1,G5_927a722aa0d990d1,continued,1,1.0
G5_c104678511c0c532,G5_c104678511c0c532,continued,1,1.0
G5_f08c3a33a6d8e2d9,G5_f08c3a33a6d8e2d9,continued,1,1.0
G5_22b650c45408be3f,G5_22b650c45408be3f,continued,1,1.0
G5_8b1c6b4472e4e4af,G5_8b1c6b4472e4e4af,continued,1,1.0
G5_d5419e600c3f523c,G5_d5419e600c3f523c,continued,1,1.0
G5_dae05e1f4d7d9c38,G5_dae05e1f4d7d9c38,continued,1,1.0
G5_529016c99b33d1af,G5_529016c99b33d1af,continued,1,1.0
G5_2a9812f9cf45b300,G5_2a9812f9cf45b300,continued,1,1.0
G5_338bf7904e56d300,G5_338bf7904e56d300,continued,1,1.0
G5_edbc1a09df451846,G5_edbc1a09df451846,continued,1,1.0
G5_89b0809916f123ea,G5_89b0809916f123ea,continued,1,1.0
G5_471b7a168a57992d,G5_471b7a168a57992d,continued,1,1.0
G5_02bd627803870bc0,G5_02bd627803870bc0,continued,1,1.0
G5_df1957e11b97c302,G5_df1957e11b97c302,continued,1,1.0
G5_dbe706fbcc115cef,G5_dbe706fbcc115cef,continued,1,1.0
G5_598f5d2aaa7870dc,G5_598f5d2aaa7870dc,continued,1,1.0
G5_3374cd98e5bdb118,G5_3374cd98e5bdb118,continued,1,1.0
G5_889842e25afc577e,G5_889842e25afc577e,continued,1,1.0
G5_9a900f1f05ad545c,G5_9a900f1f05ad545c,continued,1,1.0
G5_6083f6c402ce76e3,G5_6083f6c402ce76e3,continued,1,1.0
G5_dfd494bfdc60e6fb,G5_dfd494bfdc60e6fb,continued,1,1.0
G5_d0551ee0fb206507,G5_d0551ee0fb206507,continued,1,1.0
G5_5f16710ed2a4d639,G5_5f16710ed2a4d639,continued,1,1.0
G5_58e8a739ff4e8bcf,G5_58e8a739ff4e8bcf,continued,1,1.0
G5_dfbb9a0da9e44411,G5_dfbb9a0da9e44411,continued,1,1.0
G5_a9b21e8a82f5cf5e,G5_a9b21e8a82f5cf5e,continued,1,1.0
G5_efb3e8dff8788425,G5_efb3e8dff8788425,continued,1,1.0
G5_e1496762776b7b90,G5_e1496762776b7b90,continued,1,1.0
G5_081fa7405482e95e,G5_081fa7405482e95e,continued,1,1.0
G5_ef2b434b8bd5cc7c,G5_ef2b434b8bd5cc7c,continued,1,1.0
G5_53402c67d956cd4b,G5_53402c67d956cd4b,continued,1,1.0
G5_8ce2f3daf3a7248e,G5_8ce2f3daf3a7248e,continued,1,1.0
G5_919051623d45a7fa,G5_919051623d45a7fa,continued,1,1.0
G5_e6e528c4e0b9c94b,G5_e6e528c4e0b9c94b,continued,1,1.0
G5_b165581bf7d8fda7,G5_b165581bf7d8fda7,continued,1,1.0
G5_d7b5095f55037369,G5_d7b5095f55037369,continued,1,1.0
G5_0ec66f6f3f15e0b0,G5_0ec66f6f3f15e0b0,continued,1,1.0
G5_7fa36a507f11a226,G5_7fa36a507f11a226,continued,1,1.0
G5_1be6c22d438574b5,G5_1be6c22d438574b5,continued,1,1.0
G5_1368e5f3de5e1c33,G5_1368e5f3de5e1c33,continued,1,1.0
G5_669aa4f7427e7b01,G5_669aa4f7427e7b01,continued,1,1.0
G5_1230d95d0365e5ac,G5_1230d95d0365e5ac,continued,1,1.0
G5_7775bd728a893794,G5_7775bd728a893794,continued,1,1.0
G5_b4c507097594b668,G5_b4c507097594b668,continued,1,1.0
G5_7577c2f2af7aa165,G5_7577c2f2af7aa165,continued,1,1.0
G5_7577c2f2af7aa165b1,G5_7577c2f2af7aa165b1,continued,1,1.0
G5_cf9280ec62bc2543,G5_cf9280ec62bc2543,continued,1,1.0
G5_4b1d0c7e7a09975c,G5_4b1d0c7e7a09975c,continued,1,1.0
G5_baa3a8594259ffac,G5_baa3a8594259ffac,continued,1,1.0
G5_931f9f03644af68d,G5_931f9f03644af68d,continued,1,1.0
G5_0e056dd032fef8cd,G5_0e056dd032fef8cd,continued,1,1.0
G5_573c98fc16b0a6cf,G5_573c98fc16b0a6cf,continued,1,1.0
G5_984ea0a41a76173d,G5_984ea0a41a76173d,continued,1,1.0
G5_5b07b00e99ec0777,G5_5b07b00e99ec0777,continued,1,1.0
G5_73c6332b598a8bef,G5_73c6332b598a8bef,continued,1,1.0
G5_31d67f65e6a654cd,G5_31d67f65e6a654cd,continued,1,1.0
G5_aca3dd98421d7d02,G5_aca3dd98421d7d02,continued,1,1.0
G5_8cfd49a97a2c4d90,G5_8cfd49a97a2c4d90,continued,1,1.0
G5_c0bd6050995b8401,G5_c0bd6050995b8401,continued,1,1.0
G5_68f8bf3d5138b6a5,G5_68f8bf3d5138b6a5,continued,1,1.0
G5_11a2e0b2b8686291,G5_11a2e0b2b8686291,continued,1,1.0
G5_e4052d8569539195,G5_e4052d8569539195,continued,1,1.0
G5_9882e1e73dbfe039,G5_9882e1e73dbfe039,continued,1,1.0
G5_10983662ffa4281f,G5_10983662ffa4281f,continued,1,1.0
G5_c8aefec528586f0c,G5_c8aefec528586f0c,continued,1,1.0
G5_ed03b022d53983f4,G5_ed03b022d53983f4,continued,1,1.0
G5_571a1a122ec44340,G5_571a1a122ec44340,continued,1,1.0
G5_028a952756c37543,G5_028a952756c37543,continued,1,1.0
G5_e81faab7d9f54538,G5_e81faab7d9f54538,continued,1,1.0
G5_74459b1108057c5f,G5_74459b1108057c5f,continued,1,1.0
G5_d84917ae45b00571,G5_d84917ae45b00571,continued,1,1.0
G5_83372482c065cf70,G5_83372482c065cf70,continued,1,1.0
G5_2892512e02d452c0,G5_2892512e02d452c0,continued,1,1.0
G5_5f93241fcf9efb25,G5_5f93241fcf9efb25,continued,1,1.0
G5_a4fa995670da1f91,G5_a4fa995670da1f91,continued,1,1.0
G5_5de6bbc1c8bda9da,G5_5de6bbc1c8bda9da,continued,1,1.0
G5_f15dcf6ae588f42c,G5_f15dcf6ae588f42c,continued,1,1.0
G5_b8eefa7deab2fdb2,G5_b8eefa7deab2fdb2,continued,1,1.0
G5_61f3c334edd4d590,G5_61f3c334edd4d590,continued,1,1.0
G5_ca5f8d62afa50141,G5_ca5f8d62afa50141,continued,1,1.0
G5_f0b56e0b682ae832,G5_f0b56e0b682ae832,continued,1,1.0
G5_f8a6ae7952b25858,G5_f8a6ae7952b25858,continued,1,1.0
G5_c9e31aecccad17a4,G5_c9e31aecccad17a4,continued,1,1.0
G5_92f0f7b4681e6b7d,G5_92f0f7b4681e6b7d,continued,1,1.0
G5_1cb41d2937d77d8e,G5_1cb41d2937d77d8e,continued,1,1.0
G5_ab03b003a8985a02,G5_ab03b003a8985a02,continued,1,1.0
G5_9283bca4a938ba91,G5_9283bca4a938ba91,continued,1,1.0
G5_93f1fa43f54fe5ea,G5_93f1fa43f54fe5ea,continued,1,1.0
G5_7f1dcd4907b5dc90,G5_7f1dcd4907b5dc90,continued,1,1.0
G5_1cc8042e36162c68,G5_1cc8042e36162c68,continued,1,1.0
G5_aaf8c06f2c3d4e7f,G5_aaf8c06f2c3d4e7f,continued,1,1.0
G5_9fdc5ccef9c209a0,G5_9fdc5ccef9c209a0,continued,1,1.0
G5_5efd5046491f6720,G5_5efd5046491f6720,continued,1,1.0
G5_b09c77e8421ef34a,G5_b09c77e8421ef34a,continued,1,1.0
G5_ec9104a83b984ac2,G5_ec9104a83b984ac2,continued,1,1.0
G5_4bac6fbe552b1ca8,G5_4bac6fbe552b1ca8,continued,1,1.0
G5_cbf4c6a7289c7256,G5_cbf4c6a7289c7256,continued,1,1.0
G5_dd79f608148a0c7d,G5_dd79f608148a0c7d,continued,1,1.0
G5_7962a58b4009df87,G5_7962a58b4009df87,continued,1,1.0
G5_7198c538ad8b0f9c,G5_7198c538ad8b0f9c,continued,1,1.0
G5_7cfc257d71a5151e,G5_7cfc257d71a5151e,continued,1,1.0
G5_de507f8eee64aed4,G5_de507f8eee64aed4,continued,1,1.0
G5_55f2e2b14031866b,G5_55f2e2b14031866b,continued,1,1.0
G5_90059ff98dcb79ea,G5_90059ff98dcb79ea,continued,1,1.0
G5_c269f7545f655a1d,G5_c269f7545f655a1d,continued,1,1.0
G5_53c8db1e2808b1f3,G5_53c8db1e2808b1f3,continued,1,1.0
G5_4fcba774586a037f,G5_4fcba774586a037f,continued,1,1.0
G5_f9c022b70250ff70,G5_f9c022b70250ff70,continued,1,1.0
G5_0ff73f23c1fe4fec,G5_0ff73f23c1fe4fec,continued,1,1.0
G5_91edad936a00cbe6,G5_91edad936a00cbe6,continued,1,1.0
G5_2ff4b4f44fcc9434,G5_2ff4b4f44fcc9434,continued,1,1.0
G5_8489a441b8afc0b9,G5_8489a441b8afc0b9,continued,1,1.0
G5_53535e240dda1d69,G5_53535e240dda1d69,continued,1,1.0
G5_042966e56f938fc2,G5_042966e56f938fc2,continued,1,1.0
G5_d365ec2bff7a3252,G5_d365ec2bff7a3252,continued,1,1.0
G5_d529780349da3543,G5_d529780349da3543,continued,1,1.0
G5_c30fe33f756ded97,G5_c30fe33f756ded97,continued,1,1.0
G5_3fa2363879ed64cc,G5_3fa2363879ed64cc,continued,1,1.0
G5_adf30011c5fc00ba,G5_adf30011c5fc00ba,continued,1,1.0
G5_d419b2ca58782bcf,G5_d419b2ca58782bcf,continued,1,1.0
G5_b456bbbb4c047032,G5_b456bbbb4c047032,continued,1,1.0
G5_366bc8618996ca15,G5_366bc8618996ca15,continued,1,1.0
G5_414a58f461e8c9ae,G5_414a58f461e8c9ae,continued,1,1.0
G5_9330126495045c17,G5_9330126495045c17,continued,1,1.0
G5_504ee656c985b0a6,G5_504ee656c985b0a6,continued,1,1.0
G5_89b169854e3209d0,G5_89b169854e3209d0,continued,1,1.0
G5_e5566ee93827dea0,G5_e5566ee93827dea0,continued,1,1.0
G5_f367617653753242,G5_f367617653753242,continued,1,1.0
G5_d42aa0e6dccf7228,G5_d42aa0e6dccf7228,continued,1,1.0
G5_f896d97186e7070f,G5_f896d97186e7070f,continued,1,1.0
G5_653d552f7ce3f8ef,G5_653d552f7ce3f8ef,continued,1,1.0
G5_5041009f0e38131a,G5_5041009f0e38131a,continued,1,1.0
G5_836ad8282c62f549,G5_836ad8282c62f549,continued,1,1.0
G5_cb03043cb3a84b59,G5_cb03043cb3a84b59,continued,1,1.0
G5_c90a5f8b5cc42b1a,G5_c90a5f8b5cc42b1a,continued,1,1.0
G5_ebe7bdeb1034dee5,G5_ebe7bdeb1034dee5,continued,1,1.0
G5_27eac0b03f90c866,G5_27eac0b03f90c866,continued,1,1.0
G5_06dccfd2cea79575,G5_06dccfd2cea79575,continued,1,1.0
G5_17b87add5411bb3c59,G5_17b87add5411bb3c59,continued,1,1.0
G5_ac1abfeb3a84c672,G5_ac1abfeb3a84c672,continued,1,1.0
G5_b03269f548a5a020,G5_b03269f548a5a020,continued,1,1.0
G5_e798161fdb36e156,G5_e798161fdb36e156,continued,1,1.0
G5_36a8a2273d336126,G5_36a8a2273d336126,continued,1,1.0
G5_7260245b302f268f,G5_7260245b302f268f,continued,1,1.0
G5_dbc3c00dc2552979,G5_dbc3c00dc2552979,continued,1,1.0
G5_bbba29d7adb70dca,G5_bbba29d7adb70dca,continued,1,1.0
G5_dfe95ee3958f408d,G5_dfe95ee3958f408d,continued,1,1.0
G5_f92d7a184bc9ca58,G5_f92d7a184bc9ca58,continued,1,1.0
G5_e8ebabb09bc5ad17,G5_e8ebabb09bc5ad17,continued,1,1.0
G5_ffb1098e77542d9a,G5_ffb1098e77542d9a,continued,1,1.0
G5_c6c83a346ab42fc7,G5_c6c83a346ab42fc7,continued,1,1.0
G5_eeebe03b71c7eaa8,G5_eeebe03b71c7eaa8,continued,1,1.0
G5_3e9aac65b202ac4e,G5_3e9aac65b202ac4e,continued,1,1.0
G5_ac39635219afc90a,G5_ac39635219afc90a,continued,1,1.0
G5_28eb30604fdd063a,G5_28eb30604fdd063a,continued,1,1.0
G5_ef61794e4df44209,G5_ef61794e4df44209,continued,1,1.0
G5_c08f49870c710720,G5_c08f49870c710720,continued,1,1.0
G5_22b3f913f436ce89,G5_22b3f913f436ce89,continued,1,1.0
G5_14eb2ba1a2e0cace,G5_14eb2ba1a2e0cace,continued,1,1.0
G5_c365f4519150f78c,G5_c365f4519150f78c,continued,1,1.0
G5_08d196c4f589ff39,G5_08d196c4f589ff39,continued,1,1.0
G5_d5c80d9fc9580d1a,G5_d5c80d9fc9580d1a,continued,1,1.0
G5_fdaafad802cc1a3f,G5_fdaafad802cc1a3f,continued,1,1.0
G5_0d5dd0c81fe5a0f3,G5_0d5dd0c81fe5a0f3,continued,1,1.0
G5_13873ffd544441d5,G5_13873ffd544441d5,continued,1,1.0
G5_be5f6de02c6df1ff,G5_be5f6de02c6df1ff,continued,1,1.0
G5_b30b69188050e118,G5_b30b69188050e118,continued,1,1.0
G5_1f428377973c9658,G5_1f428377973c9658,continued,1,1.0
G5_0658421bc479f11e,G5_0658421bc479f11e,continued,1,1.0
G5_9761cca02abbbfe0,G5_9761cca02abbbfe0,continued,1,1.0
G5_0f0668d85f74f7d8,G5_0f0668d85f74f7d8,continued,1,1.0
G5_bc84f0ce46fa5707,G5_bc84f0ce46fa5707,continued,1,1.0
G5_cca6c9c6e9c9bcb2,G5_cca6c9c6e9c9bcb2,continued,1,1.0
G5_38a479bda1ca7f49,G5_38a479bda1ca7f49,continued,1,1.0
G5_06ee6942fd7b1d1b,G5_06ee6942fd7b1d1b,continued,1,1.0
G5_31c0abceec075a29,G5_31c0abceec075a29,continued,1,1.0
G5_022969c9de99a814,G5_022969c9de99a814,continued,1,1.0
G5_70b0fef53769d13e,G5_70b0fef53769d13e,continued,1,1.0
G5_4b5c68a7120f8aa8,G5_4b5c68a7120f8aa8,continued,1,1.0
G5_bdf313a92bbdeb8f,G5_bdf313a92bbdeb8f,continued,1,1.0
G5_9c6f8f8ea875f686,G5_9c6f8f8ea875f686,continued,1,1.0
G5_0db4f732d4692d48,G5_0db4f732d4692d48,continued,1,1.0
G5_cabd7af486dc332e,G5_cabd7af486dc332e,continued,1,1.0
G5_51b6de2fa8f2558f,G5_51b6de2fa8f2558f,continued,1,1.0
G5_9fe9a0edc8c5e7de,G5_9fe9a0edc8c5e7de,continued,1,1.0
G5_877650073598538d,G5_877650073598538d,continued,1,1.0
G5_141181bb1fcdd2d5,G5_141181bb1fcdd2d5,continued,1,1.0
G5_bccf75b7a81c155f,G5_bccf75b7a81c155f,continued,1,1.0
G5_6b197c5281004cbb,G5_6b197c5281004cbb,continued,1,1.0
G5_c9e3f90442618e95,G5_c9e3f90442618e95,continued,1,1.0
G5_b96f14f29c7c6588,G5_b96f14f29c7c6588,continued,1,1.0
G5_0377c10458514afb,G5_0377c10458514afb,continued,1,1.0
G5_61f7456281374e96,G5_61f7456281374e96,continued,1,1.0
G5_80128969c6aee0de,G5_80128969c6aee0de,continued,1,1.0
G5_e3ae1a09944ff5f3,G5_e3ae1a09944ff5f3,continued,1,1.0
G5_826ece864147c113,G5_826ece864147c113,continued,1,1.0
G5_5f1140dbce1394ce,G5_5f1140dbce1394ce,continued,1,1.0
G5_43cb114aecca0aab,G5_43cb114aecca0aab,continued,1,1.0
G5_1cd812e33972cce4,G5_1cd812e33972cce4,continued,1,1.0
G5_5a58cfd40ee7effc,G5_5a58cfd40ee7effc,continued,1,1.0
G5_fb1b420ff25fe489,G5_fb1b420ff25fe489,continued,1,1.0
G5_b9997888cee76de3,G5_b9997888cee76de3,continued,1,1.0
G5_e5e51aed06b8ffca,G5_e5e51aed06b8ffca,continued,1,1.0
G5_b6b1dd5c359950b0,G5_b6b1dd5c359950b0,continued,1,1.0
G5_d874bb73bf1ad441,G5_d874bb73bf1ad441,continued,1,1.0
G5_4a5fc39ec7c3016d,G5_4a5fc39ec7c3016d,continued,1,1.0
G5_281e5cec2886e02e,G5_281e5cec2886e02e,continued,1,1.0
G5_ba4b1b2bb13d6d20,G5_ba4b1b2bb13d6d20,continued,1,1.0
G5_69dccb5e226d878d,G5_69dccb5e226d878d,continued,1,1.0
G5_1627b572f19fe529,G5_1627b572f19fe529,continued,1,1.0
G5_1ed9967e7f189d7f,G5_1ed9967e7f189d7f,continued,1,1.0
G5_01f2be1914cce431,G5_01f2be1914cce431,continued,1,1.0
G5_ba23734e2078c3ac,G5_ba23734e2078c3ac,continued,1,1.0
G5_c6fb654c3af77484,G5_c6fb654c3af77484,continued,1,1.0
G5_e2c3c5e5b95e1af7,G5_e2c3c5e5b95e1af7,continued,1,1.0
G5_f478efc97470abd4,G5_f478efc97470abd4,continued,1,1.0
G5_c889d41e901f2183,G5_c889d41e901f2183,continued,1,1.0
G5_db056965df76892e,G5_db056965df76892e,continued,1,1.0
G5_2ac97362e6e59156,G5_2ac97362e6e59156,continued,1,1.0
G5_cc0be2185831f76d,G5_cc0be2185831f76d,continued,1,1.0
G5_5ad46701a8dcf309,G5_5ad46701a8dcf309,continued,1,1.0
G5_6e3ca20ecc7c58a3,G5_6e3ca20ecc7c58a3,continued,1,1.0
G5_12c71c580d3cb078,G5_12c71c580d3cb078,continued,1,1.0
G5_a6f3461883a85e0a,G5_a6f3461883a85e0a,continued,1,1.0
G5_a3242fa7e792502c,G5_a3242fa7e792502c,continued,1,1.0
G5_117cadcd73dd251c,G5_117cadcd73dd251c,continued,1,1.0
G5_ef104fe0ecb8fd35,G5_ef104fe0ecb8fd35,continued,1,1.0
G5_0a9468c1ca0be7b0,G5_0a9468c1ca0be7b0,continued,1,1.0
G5_01194e1ed282da0e,G5_01194e1ed282da0e,continued,1,1.0
G5_916a479c8e232683,G5_916a479c8e232683,continued,1,1.0
G5_91f5605bfe459fac,G5_91f5605bfe459fac,continued,1,1.0
G5_d329f72733a89845,G5_d329f72733a89845,continued,1,1.0
G5_4be7f81c5250d65f,G5_4be7f81c5250d65f,continued,1,1.0
G5_8233f8e9d16354e1,G5_8233f8e9d16354e1,continued,1,1.0
G5_d6751b89849e4784,G5_d6751b89849e4784,continued,1,1.0
G5_c06662d87bd84c92,G5_c06662d87bd84c92,continued,1,1.0
G5_24b09f6bc4e28211,G5_24b09f6bc4e28211,continued,1,1.0
G5_ca02cb970a1a167b,G5_ca02cb970a1a167b,continued,1,1.0
G5_dc85c8331344bca4,G5_dc85c8331344bca4,continued,1,1.0
G5_b0f0e48a14cc6497,G5_b0f0e48a14cc6497,continued,1,1.0
G5_c6c055ce386f64cd,G5_c6c055ce386f64cd,continued,1,1.0
G5_02148514972a152c,G5_02148514972a152c,continued,1,1.0
G5_bb471dc057985ae3,G5_bb471dc057985ae3,continued,1,1.0
G5_a804ca10246ed844,G5_a804ca10246ed844,continued,1,1.0
G5_0d205ac162c0681b,G5_0d205ac162c0681b,continued,1,1.0
G5_c0e36305ff6fb79a,G5_c0e36305ff6fb79a,continued,1,1.0
G5_9e0b2ba2f1fbb45f,G5_9e0b2ba2f1fbb45f,continued,1,1.0
G5_ba11a688427cf597,G5_ba11a688427cf597,continued,1,1.0
G5_933a240a6ff05d2a,G5_933a240a6ff05d2a,continued,1,1.0
G5_ea24e9e922e6efed,G5_ea24e9e922e6efed,continued,1,1.0
G5_4644f59e610872c7,G5_4644f59e610872c7,continued,1,1.0
G5_795e37bc7f243527,G5_795e37bc7f243527,continued,1,1.0
G5_8a6b8a00e2598703,G5_8a6b8a00e2598703,continued,1,1.0
G5_f9593c9352aaf74f,G5_f9593c9352aaf74f,continued,1,1.0
G5_3c74804f98ee7d22,G5_3c74804f98ee7d22,continued,1,1.0
G5_a8cc4cac5bbe839a,G5_a8cc4cac5bbe839a,continued,1,1.0
G5_721567c1bb0790ad,G5_721567c1bb0790ad,continued,1,1.0
G5_98c1d27ac7f80b3a,G5_98c1d27ac7f80b3a,continued,1,1.0
G5_e6af120a93ecb396,G5_e6af120a93ecb396,continued,1,1.0
G5_5dfcced5bddff7be,G5_5dfcced5bddff7be,continued,1,1.0
G5_3dc5028666de1378,G5_3dc5028666de1378,continued,1,1.0
G5_ae94bb6c516eadf9,G5_ae94bb6c516eadf9,continued,1,1.0
G5_34f17a509240bb6b,G5_34f17a509240bb6b,continued,1,1.0
G5_df43c49c24469c44,G5_df43c49c24469c44,continued,1,1.0
G5_20a5e7271b7a4943,G5_20a5e7271b7a4943,continued,1,1.0
G5_a5457e9f1e976ad0,G5_a5457e9f1e976ad0,continued,1,1.0
G5_7fe0f307e2255f31,G5_7fe0f307e2255f31,continued,1,1.0
G5_880d1a13fddde957,G5_880d1a13fddde957,continued,1,1.0
G5_2b5a70d32a72ed58,G5_2b5a70d32a72ed58,continued,1,1.0
G5_d7cfa3d448aee584,G5_d7cfa3d448aee584,continued,1,1.0
G5_598bd9f7c65de40e,G5_598bd9f7c65de40e,continued,1,1.0
G5_644b47c742b2b065,G5_644b47c742b2b065,continued,1,1.0
