sku_id,group_id,group_name,group_size,brand_canonical,product_form,unit,origin,pack_count,ean,sku_name,method_version,dataset_sha256
H6141001_S_A401,G5_192d1048bdf24777,NAJEL 大馬士革玫瑰·黑茴香油·阿勒頗 香皂 100g (阿拉伯敘利亞共和國(敘利亞)),4,NAJEL,soap_bar,100g,阿拉伯敘利亞共和國(敘利亞),1,,黑茴香油 阿勒頗天然手工古皂 香港行貨 法國品牌 #2984,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6173001_S_NAJEL-BK-CUMIN,G5_192d1048bdf24777,NAJEL 大馬士革玫瑰·黑茴香油·阿勒頗 香皂 100g (阿拉伯敘利亞共和國(敘利亞)),4,NAJEL,soap_bar,100g,阿拉伯敘利亞共和國(敘利亞),1,,黑茴香油 阿勒頗天然手工皂 法國品牌 香港行貨 包裝隨機發貨,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6173001_S_NAJEL-ROSE,G5_192d1048bdf24777,NAJEL 大馬士革玫瑰·黑茴香油·阿勒頗 香皂 100g (阿拉伯敘利亞共和國(敘利亞)),4,NAJEL,soap_bar,100g,阿拉伯敘利亞共和國(敘利亞),1,,有機大馬士革玫瑰 阿勒頗天然手工皂 法國品牌 香港行貨 包裝隨機發貨,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7517001_S_NAJ0058,G5_192d1048bdf24777,NAJEL 大馬士革玫瑰·黑茴香油·阿勒頗 香皂 100g (阿拉伯敘利亞共和國(敘利亞)),4,NAJEL,soap_bar,100g,阿拉伯敘利亞共和國(敘利亞),1,,【法國品牌】阿勒頗天然有機大馬士革玫瑰手工皂（100g）【平行進口】,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7343002_S_HK230502JJQT07214RMN05,G5_9dcbd88b17863f9c,洗臉潔面·海鹽 香皂 規格未知 (中國),4,,soap_bar,,中國,1,,拉絲皂除蟎海鹽蠶絲香皂洗臉潔面手工皂 5塊一套 香皂,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7343003_S_HK230502JJQT07214RMN05,G5_9dcbd88b17863f9c,洗臉潔面·海鹽 香皂 規格未知 (中國),4,,soap_bar,,中國,1,,拉絲皂除蟎海鹽蠶絲香皂洗臉潔面手工皂 5塊一套 香皂,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7343013_S_HK230502JJQT07214RMN05,G5_9dcbd88b17863f9c,洗臉潔面·海鹽 香皂 規格未知 (中國),4,,soap_bar,,中國,1,,拉絲皂除蟎海鹽蠶絲香皂洗臉潔面手工皂 5塊一套 香皂,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7343015_S_HK230502JJQT07214RMN05,G5_9dcbd88b17863f9c,洗臉潔面·海鹽 香皂 規格未知 (中國),4,,soap_bar,,中國,1,,拉絲皂除蟎海鹽蠶絲香皂洗臉潔面手工皂 5塊一套 香皂,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7343002_S_HK240123JJQT10779RMN01,G5_8959a50d095a5e98,止汗/體香 20pc (中國),4,,deodorant,20pc,中國,1,,【20片】超薄腋下吸汗貼 除味消臭防尷尬 一盒20片,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7343003_S_HK240123JJQT10779RMN01,G5_8959a50d095a5e98,止汗/體香 20pc (中國),4,,deodorant,20pc,中國,1,,【20片】超薄腋下吸汗貼 除味消臭防尷尬 一盒20片,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7343013_S_HK240123JJQT10779RMN01,G5_8959a50d095a5e98,止汗/體香 20pc (中國),4,,deodorant,20pc,中國,1,,[20片] 超薄腋下吸汗貼 除味消臭防尷尬 一盒,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7343015_S_HK240123JJQT10779RMN01,G5_8959a50d095a5e98,止汗/體香 20pc (中國),4,,deodorant,20pc,中國,1,,【20片】超薄腋下吸汗貼 除味消臭防尷尬 一盒20片,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7473001_S_DHBS1011,G5_8ce3f281b1a8b3fa,dindinaturals 西伯利亞冷杉·平衡收斂·草本香療 香皂 110g (澳洲),4,dindinaturals,soap_bar,110g,澳洲,1,,"冷杉手工皂﹒平衡收斂 (迷迭香, 西伯利亞冷杉 + 雪松)",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7473001_S_DHBS1011K,G5_8ce3f281b1a8b3fa,dindinaturals 西伯利亞冷杉·平衡收斂·草本香療 香皂 110g (澳洲),4,dindinaturals,soap_bar,110g,澳洲,4,,"冷杉手工皂﹒平衡收斂 (迷迭香, 西伯利亞冷杉 + 雪松)﹒110克 x 4件",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7473001_S_DHBS1017,G5_8ce3f281b1a8b3fa,dindinaturals 西伯利亞冷杉·平衡收斂·草本香療 香皂 110g (澳洲),4,dindinaturals,soap_bar,110g,澳洲,1,,"草本香療手工皂﹒平衡收斂 (馬鬱蘭, 鼠尾草, 羅勒+迷迭香)",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7473001_S_DHBS1017K,G5_8ce3f281b1a8b3fa,dindinaturals 西伯利亞冷杉·平衡收斂·草本香療 香皂 110g (澳洲),4,dindinaturals,soap_bar,110g,澳洲,4,,"草本香療手工皂﹒平衡收斂 (馬鬱蘭, 鼠尾草, 羅勒+迷迭香)﹒110克 x 4件",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7473001_S_DHBS1022,G5_da7579ccff662e21,dindinaturals 檸檬香桃木·檸檬奶昔·可可脂 香皂 110g (澳洲),4,dindinaturals,soap_bar,110g,澳洲,1,,"檸檬奶昔手工皂﹒滋潤抗菌 (檸檬香桃木, 廣藿香 + 可可脂)",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7473001_S_DHBS1022K,G5_da7579ccff662e21,dindinaturals 檸檬香桃木·檸檬奶昔·可可脂 香皂 110g (澳洲),4,dindinaturals,soap_bar,110g,澳洲,4,,"檸檬奶昔手工皂﹒滋潤抗菌 (檸檬香桃木, 廣藿香 + 可可脂)﹒110克 x 4件",multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7473001_S_DHBS1036,G5_da7579ccff662e21,dindinaturals 檸檬香桃木·檸檬奶昔·可可脂 香皂 110g (澳洲),4,dindinaturals,soap_bar,110g,澳洲,1,,廣藿香手工皂﹒抗敏修護 (廣藿香 + 可可脂),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7473001_S_DHBS1036K,G5_da7579ccff662e21,dindinaturals 檸檬香桃木·檸檬奶昔·可可脂 香皂 110g (澳洲),4,dindinaturals,soap_bar,110g,澳洲,4,,廣藿香手工皂﹒抗敏修護 (廣藿香 + 可可脂)﹒110克 x 4件,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000107,G5_29daf56b573d2945,THE GOAT SKINCARE 山羊奶·原味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000107,山羊奶皂 原味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000107-01,G5_29daf56b573d2945,THE GOAT SKINCARE 山羊奶·原味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】  原味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000107,G5_29daf56b573d2945,THE GOAT SKINCARE 山羊奶·原味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000107,山羊奶皂 原味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000107-01,G5_29daf56b573d2945,THE GOAT SKINCARE 山羊奶·原味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】  原味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000169,G5_d4eec0a0b5026555,THE GOAT SKINCARE 山羊奶·檸檬味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000169,山羊奶皂 檸檬味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000169-01,G5_d4eec0a0b5026555,THE GOAT SKINCARE 山羊奶·檸檬味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 檸檬味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000169,G5_d4eec0a0b5026555,THE GOAT SKINCARE 山羊奶·檸檬味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000169,山羊奶皂 檸檬味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000169-01,G5_d4eec0a0b5026555,THE GOAT SKINCARE 山羊奶·檸檬味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 檸檬味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000183,G5_b77b3c4f4313bede,THE GOAT SKINCARE 山羊奶·燕麥味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000183,山羊奶皂 燕麥味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000183-01,G5_b77b3c4f4313bede,THE GOAT SKINCARE 山羊奶·燕麥味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 燕麥味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000183,G5_b77b3c4f4313bede,THE GOAT SKINCARE 山羊奶·燕麥味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000183,山羊奶皂 燕麥味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000183-01,G5_b77b3c4f4313bede,THE GOAT SKINCARE 山羊奶·燕麥味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 燕麥味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000435,G5_b6401bedb1e17ec1,THE GOAT SKINCARE 亞麻籽油味·山羊奶 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000435,山羊奶皂 亞麻籽油味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000435-01,G5_b6401bedb1e17ec1,THE GOAT SKINCARE 亞麻籽油味·山羊奶 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 亞麻籽油味 山羊奶皂  100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000435,G5_b6401bedb1e17ec1,THE GOAT SKINCARE 亞麻籽油味·山羊奶 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000435,山羊奶皂 亞麻籽油味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000435-01,G5_b6401bedb1e17ec1,THE GOAT SKINCARE 亞麻籽油味·山羊奶 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 亞麻籽油味 山羊奶皂  100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000800,G5_8231bd29ef2fb5a7,THE GOAT SKINCARE 山羊奶·椰子味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000800,山羊奶皂 椰子味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000800-01,G5_8231bd29ef2fb5a7,THE GOAT SKINCARE 山羊奶·椰子味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 椰子味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000800,G5_8231bd29ef2fb5a7,THE GOAT SKINCARE 山羊奶·椰子味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000800,山羊奶皂 椰子味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000800-01,G5_8231bd29ef2fb5a7,THE GOAT SKINCARE 山羊奶·椰子味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 椰子味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000817,G5_f8f688cd0b545c6d,THE GOAT SKINCARE 山羊奶·木瓜味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000817,山羊奶皂 木瓜味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8427001_S_9329401000817-01,G5_f8f688cd0b545c6d,THE GOAT SKINCARE 山羊奶·木瓜味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 木瓜味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000817,G5_f8f688cd0b545c6d,THE GOAT SKINCARE 山羊奶·木瓜味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,1,9329401000817,山羊奶皂 木瓜味 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S6375001_S_9329401000817-01,G5_f8f688cd0b545c6d,THE GOAT SKINCARE 山羊奶·木瓜味 香皂 100g (澳洲),4,THE GOAT SKINCARE,soap_bar,100g,澳洲,12,,【原盒×12個】 木瓜味 山羊奶皂 100g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S3046001_S_GN-SB-FL-01,G5_717098e34d295ea5,GrabNat 乳香薰衣草 香皂 100g (土耳其),4,GrabNat,soap_bar,100g,土耳其,1,,GrabNat 乳香薰衣草手工冷製香皂（1×100克）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S3046001_S_GN-SB-FL-04,G5_717098e34d295ea5,GrabNat 乳香薰衣草 香皂 100g (土耳其),4,GrabNat,soap_bar,100g,土耳其,4,,GrabNat 乳香薰衣草手工冷製香皂四入裝（4×100克）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S3046001_S_GN-SB-LA-01,G5_717098e34d295ea5,GrabNat 乳香薰衣草 香皂 100g (土耳其),4,GrabNat,soap_bar,100g,土耳其,1,,天然薰衣草手工皂 100克,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
S3046001_S_GN-SB-LA-04,G5_717098e34d295ea5,GrabNat 乳香薰衣草 香皂 100g (土耳其),4,GrabNat,soap_bar,100g,土耳其,4,,薰衣草天然手工皂 4件裝（4 x 100克）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0153002_S_4103040000422,G5_9939c58ad80635dd,施巴 乾燥肌膚·橄欖潔膚·不同 香皂 150g (德國),3,施巴,soap_bar,150g,德國,1,4103040000422,Ph5.5 橄欖潔膚皂 (香皂) 150g (平行進口) 不同包裝隨機出貨 (適合敏感、乾燥肌膚)  EXP:2028+,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7915001_S_4103040000422,G5_9939c58ad80635dd,施巴 乾燥肌膚·橄欖潔膚·不同 香皂 150g (德國),3,施巴,soap_bar,150g,德國,1,4103040000422,橄欖潔膚皂/香皂（EXP 2028年） (適合敏感、乾燥肌膚) 150g [平行進口] *不同包裝版本可能隨機出貨*,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8765001_S_25309,G5_9939c58ad80635dd,施巴 乾燥肌膚·橄欖潔膚·不同 香皂 150g (德國),3,施巴,soap_bar,150g,德國,1,4103040000422,PH5.5 橄欖潔膚皂/香皂 150g | 4103040000422 | 平行進口商品,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0216001_S_4892659051573,G5_bc2889526d2e7053,膚適 rams·松焦油·英國 未分類 100g (歐盟),3,膚適,UNKNOWN,100g,,1,4892659051573,英國膚適 松焦油梘 100GRAMS（4892659051573）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H9357001_S_4892659051573,G5_bc2889526d2e7053,膚適 rams·松焦油·英國 未分類 100g (歐盟),3,膚適,UNKNOWN,100g,,1,4892659051573,英國膚適 松焦油梘 100GRAMS（4892659051573）,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H9564001_S_EP06PS100,G5_bc2889526d2e7053,膚適 rams·松焦油·英國 未分類 100g (歐盟),3,膚適,UNKNOWN,100g,歐盟,1,4892659051573,英國膚適 松焦油梘 100GRAMS (4892659051573),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0216001_S_6901404601258,G5_aefa6bc706d77459,蜂花 香皂 125g (中國),3,蜂花,soap_bar,125g,中國,4,6901404601258;6901404912514,蜂花 - 檀香皂125g×4（6901404912514）(新舊包裝隨機發送),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H9299001_S_6901404912514,G5_aefa6bc706d77459,蜂花 香皂 125g (中國),3,蜂花,soap_bar,125g,中國,4,6901404912514,香皂 白檀晚玉125克x4件 【6901404912514】,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H9357001_S_6901404601258,G5_aefa6bc706d77459,蜂花 香皂 125g (中國),3,蜂花,soap_bar,125g,中國,4,6901404601258;6901404912514,蜂花 - 檀香皂125g×4（6901404912514）(新舊包裝隨機發送),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0446001_S_Ehome-0009,G5_851305b4e3af9acd,薄荷味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片薄荷味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513001_S_Ehome-0009,G5_851305b4e3af9acd,薄荷味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片薄荷味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513003_S_Ehome-0009,G5_851305b4e3af9acd,薄荷味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片薄荷味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0446001_S_Ehome-0010,G5_4ad3a8e2c458a092,蘋果味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片蘋果味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513001_S_Ehome-0010,G5_4ad3a8e2c458a092,蘋果味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片蘋果味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513003_S_Ehome-0010,G5_4ad3a8e2c458a092,蘋果味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片蘋果味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0446001_S_Ehome-0011,G5_7198d7b87568ef73,草莓味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片草莓味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513001_S_Ehome-0011,G5_7198d7b87568ef73,草莓味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片草莓味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513003_S_Ehome-0011,G5_7198d7b87568ef73,草莓味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片草莓味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0446001_S_Ehome-0012,G5_468e146a56ec661a,檸檬味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片檸檬味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513001_S_Ehome-0012,G5_468e146a56ec661a,檸檬味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片檸檬味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513003_S_Ehome-0012,G5_468e146a56ec661a,檸檬味 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片檸檬味）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0446001_S_Ehome-0158,G5_ba68624e280d593e,薰衣草 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片薰衣草）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513001_S_Ehome-0158,G5_ba68624e280d593e,薰衣草 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片薰衣草）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H8513003_S_Ehome-0158,G5_ba68624e280d593e,薰衣草 皂紙 50pc (中國),3,,soap_paper,50pc,中國,1,,(50片薰衣草）日本便攜香皂紙 /兒童洗手香皂片 /外出旅行/防疫衛生殺菌/一次性番梘紙,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0969001_S_3549620005332,G5_80358f96656ade24,小橄欖樹 摩洛哥堅果油·橄欖油馬賽·甘油馬賽 香皂 100g (法國),3,小橄欖樹,soap_bar,100g,法國,1,3549620005332,草本溫和潤膚皂摩洛哥堅果油100g #植物皂 #草本精華 #橄欖油,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0969001_S_3549620005844,G5_80358f96656ade24,小橄欖樹 摩洛哥堅果油·橄欖油馬賽·甘油馬賽 香皂 100g (法國),3,小橄欖樹,soap_bar,100g,法國,3,3549620005844,甘油馬賽皂 3 x 100g #植物油 #橄欖油,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B0969001_S_3549620005851,G5_80358f96656ade24,小橄欖樹 摩洛哥堅果油·橄欖油馬賽·甘油馬賽 香皂 100g (法國),3,小橄欖樹,soap_bar,100g,法國,3,3549620005851,橄欖油馬賽皂 3 x 100g #植物油 #橄欖油,multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
B1064001_S_H195001,G5_a159342afa8fc0b2,Hermès orange·verte·愛馬仕 香皂 25g (法國),3,Hermès,soap_bar,25g,法國,1,,Eau d'Orange Verte 香皂 精簡裝 25g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H6167001_S_H195001,G5_a159342afa8fc0b2,Hermès orange·verte·愛馬仕 香皂 25g (法國),3,Hermès,soap_bar,25g,法國,1,,愛馬仕 Eau d'Orange Verte 香皂 精簡裝 25g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
H7096001_S_H195001,G5_a159342afa8fc0b2,Hermès orange·verte·愛馬仕 香皂 25g (法國),3,Hermès,soap_bar,25g,法國,1,,愛馬仕 Eau d'Orange Verte 香皂 精簡裝 25g (平行進口),multipass-v1-lexical,373e0ce20215d71dcabbbc621467b5ca305632be55a597e0bc9b587bc775b755
